0 12736 10327 19741
1 641 2400 1049
2 1325 1915 580
3 512 1573 1707
4 1310 1371 612
5 1825 1134 1052
6 1054 850 666
7 2052 757 1085
8 1402 679 1146
9 1888 670 733
10 1190 641 1752
11 1388 611 722
12 1562 710 1046
13 1037 671 777
14 1420 676 1107
15 1184 651 1201
16 1372 639 818
17 1050 662 1583
18 1104 684 815
19 1180 653 1116
20 931 709 798
21 1020 708 1033
22 1120 685 806
23 1005 722 1111
24 1018 740 1189
25 974 717 804
26 1018 703 1379
27 870 726 797
28 978 754 1004
29 989 706 914
30 1072 763 1045
31 1097 702 1051
32 997 748 888
33 1087 735 992
34 1201 774 873
35 1255 700 841
36 1204 721 823
37 1123 745 854
38 1142 762 851
39 1127 786 817
40 1084 785 866
41 1065 910 770
42 997 1035 847
43 985 1188 797
44 1001 1236 761
45 975 1464 806
46 874 1220 761
47 871 1261 801
48 850 1349 798
49 967 1435 783
50 898 1463 747
51 880 1474 724
52 879 1547 745
53 927 1379 750
54 814 1397 675
55 795 1313 721
56 820 1472 709
57 796 1391 720
58 744 1295 701
59 733 1321 676
60 744 1179 657
61 734 1145 636
62 738 1032 624
63 763 1035 607
64 758 1127 590
65 729 1080 611
66 741 1188 614
67 761 1016 527
68 758 964 581
69 756 994 533
70 789 959 577
71 803 1036 575
72 806 955 563
73 804 980 554
74 789 1042 550
75 794 1032 549
76 754 1069 565
77 791 1197 539
78 737 1190 516
79 750 1164 494
80 777 1116 490
81 740 1085 525
82 756 1107 520
83 773 1114 449
84 788 1050 457
85 784 938 477
86 775 1059 414
87 763 1055 459
88 782 1009 426
89 846 994 391
90 843 994 385
91 865 943 394
92 815 889 383
93 894 936 342
94 868 924 396
95 902 906 385
96 949 979 362
97 893 921 364
98 942 921 395
99 878 901 340
100 914 896 390
101 903 913 474
102 879 840 559
103 835 851 699
104 860 831 815
105 849 846 1091
106 829 845 973
107 835 903 910
108 796 915 962
109 798 786 973
110 769 789 1043
111 766 809 1010
112 732 866 1116
113 777 797 920
114 723 831 947
115 687 795 918
116 668 843 989
117 699 788 868
118 635 789 839
119 661 767 796
120 623 745 729
121 629 765 728
122 589 723 688
123 593 672 733
124 543 646 749
125 520 682 761
126 520 646 898
127 528 554 883
128 525 542 998
129 478 512 979
130 480 522 1074
131 442 445 1119
132 414 412 1114
133 443 349 1183
134 457 340 1126
135 387 330 1165
136 387 277 1217
137 426 274 1169
138 376 267 1080
139 360 280 1029
140 345 248 966
141 336 205 802
142 349 220 794
143 326 228 810
144 293 178 642
145 309 190 722
146 290 185 684
147 276 195 690
148 283 169 588
149 272 154 502
150 236 129 468
151 243 132 440
152 219 110 379
153 184 123 327
154 238 116 298
155 182 113 303
156 176 115 265
157 169 96 237
158 161 87 214
159 150 82 241
160 135 81 238
161 129 75 201
162 136 70 190
163 135 67 200
164 101 69 156
165 122 68 146
166 105 64 163
167 103 60 123
168 73 57 159
169 89 61 127
170 73 57 112
171 53 50 92
172 57 54 102
173 52 51 91
174 61 47 88
175 63 43 76
176 47 39 82
177 41 44 64
178 45 50 72
179 51 48 65
180 42 45 70
181 59 40 51
182 56 45 75
183 56 55 63
184 51 47 71
185 41 47 44
186 44 46 79
187 44 48 39
188 37 60 63
189 50 55 39
190 44 52 53
191 59 59 43
192 61 64 42
193 69 60 45
194 59 64 53
195 48 76 42
196 68 74 49
197 78 71 37
198 68 74 35
199 80 77 29
200 78 84 36
201 79 79 21
202 103 77 39
203 76 94 25
204 93 105 47
205 106 99 17
206 118 101 22
207 110 114 26
208 119 120 22
209 118 132 20
210 120 145 15
211 151 111 20
212 170 144 21
213 736 99 36
214 504 318 11
215 4 255 4
216 0 0 0
217 0 0 0
218 0 0 0
219 0 0 0
220 0 0 0
221 0 0 0
222 0 0 0
223 0 0 0
224 0 0 0
225 0 0 0
226 0 0 0
227 0 0 0
228 0 0 0
229 0 0 0
230 0 0 0
231 0 0 0
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
245 0 0 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
